t[s],x[m],y[m],v[m/s],ax[m/s^2],ay[m/s^2], az[m/s^2],roll[rad],pitch[rad],yaw[rad],gy_x[rad/sec],gy_y[rad/sec],gy_z[rad/sec],_,_,_,latitude,longitude,
86023,,,,-0.146,-0.071,0.096,0.097714666,-0.076241572,0.957917536,-0.006666667,-0.017777778,0.013333333,,,,,,
86024,0.000400918,0.000934125,12.9204998,,,,,,,,,,,,,,,
86024,,,,,,,,,,,,,,,,31.2692495,34.73917167,
86024,,,,-0.128,-0.09,0.123,0.09765166,-0.076352946,0.958022932,-0.006666667,-0.018888889,0.012222222,,,,,,
86025,,,,-0.116,-0.07,0.129,0.09770033,-0.076527147,0.958177551,-0.003333333,-0.013333333,0.011111111,,,,,,
86026,,,,-0.072,-0.05,0.043,0.097637295,-0.076638502,0.958282951,-0.005555556,-0.003333333,0.014444444,,,,,,
86027,,,,-0.058,-0.04,0.006,0.097633523,-0.07664852,0.958447624,-0.006666667,0.001111111,0.016666667,,,,,,
86028,,,,-0.062,-0.06,-0.002,0.097567328,-0.076490583,0.958674727,-0.01,0.011111111,0.015555556,,,,,,
86029,,,,-0.111,-0.097,0.01,0.097353408,-0.076385477,0.95874467,-0.01,0.011111111,0.01,,,,,,
86030,,,,-0.133,-0.097,0.041,0.09734652,-0.076388595,0.958853195,-0.01,0,0.011111111,,,,,,
86031,,,,-0.129,-0.105,0.067,0.097181834,-0.076440802,0.95885696,-0.01,-0.006666667,0.007777778,,,,,,
86032,,,,-0.085,-0.101,0.126,0.097125671,-0.076549008,0.958853846,-0.01,-0.011111111,0.008888889,,,,,,
86033,,,,-0.071,-0.133,0.125,0.09711878,-0.07655211,0.958962367,-0.005555556,0.002222222,0.013333333,,,,,,
86034,,,,-0.079,-0.156,0.092,0.097055779,-0.07640097,0.959245566,0.001111111,0.02,0.017777778,,,,,,
86034,0.000399843,0.000934949,13.02600002,,,,,,,,,,,,,,,
86034,,,,,,,,,,,,,,,,31.26923983,34.73918033,
86035,,,,-0.1,-0.137,0.057,0.097220588,-0.07608636,0.959419616,0.015555556,0.026666667,0.021111111,,,,,,
86036,,,,-0.143,-0.082,-0.005,0.097430885,-0.075939125,0.959692216,0.026666667,0.02,0.022222222,,,,,,
86037,,,,-0.141,-0.056,0.013,0.097700361,-0.075953034,0.959846326,0.021111111,0.003333333,0.016666667,,,,,,
86038,,,,-0.131,-0.071,0.062,0.097808853,-0.076009088,0.959839446,0.012222222,-0.006666667,0.005555556,,,,,,
86039,,,,-0.121,-0.092,0.119,0.097808853,-0.076009088,0.959839446,0.003333333,-0.004444444,0.001111111,,,,,,
86040,,,,-0.128,-0.104,0.131,0.097808853,-0.076009088,0.959839446,0.005555556,-0.003333333,0.002222222,,,,,,
86041,,,,-0.128,-0.097,0.1,0.09785819,-0.075904065,0.959951098,0.012222222,-0.001111111,0.01,,,,,,
86042,,,,-0.087,-0.049,0.046,0.098071443,-0.076026212,0.960102036,0.018888889,-0.006666667,0.016666667,,,,,,
86043,,,,-0.064,-0.045,0.047,0.098225549,-0.075987325,0.960371514,0.018888889,-0.006666667,0.016666667,,,,,,
86043,0.000398768,0.000935788,13.17599964,,,,,,,,,,,,,,,
86043,,,,,,,,,,,,,,,,31.26923017,34.73918917,
86044,,,,-0.061,-0.035,0.042,0.098386559,-0.0759453,0.960532524,0.016666667,0.007777778,0.024444444,,,,,,
86045,,,,-0.092,-0.011,0.058,0.098429026,-0.075843514,0.960752649,0.007777778,0.013333333,0.015555556,,,,,,
86046,,,,-0.163,-0.047,0.055,0.098429026,-0.075843514,0.960752649,0,0.005555556,0.003333333,,,,,,
86047,,,,-0.165,-0.054,0.071,0.098267153,-0.076164788,0.960634627,-0.012222222,-0.021111111,0.001111111,,,,,,
86048,,,,-0.118,-0.071,0.105,0.098154642,-0.076381096,0.960628284,-0.012222222,-0.021111111,0.001111111,,,,,,
86049,,,,-0.006,-0.148,0.088,0.097929891,-0.076551347,0.960793617,-0.022222222,-0.023333333,0.013333333,,,,,,
86050,,,,0.003,-0.165,0.089,0.097754458,-0.076616547,0.9610706,-0.01,0.006666667,0.026666667,,,,,,
86051,,,,-0.035,-0.151,0.062,0.097635305,-0.076573562,0.961350722,-0.01,0.006666667,0.026666667,,,,,,
86052,,,,-0.103,-0.126,0.034,0.097849862,-0.076154174,0.961636488,0.025555556,0.05,0.027777778,,,,,,
86053,,,,-0.181,-0.046,0.013,0.098113985,-0.075629896,0.96203394,0.025555556,0.05,0.027777778,,,,,,
86053,0.000397693,0.000936628,13.30550003,,,,,,,,,,,,,,,
86053,,,,,,,,,,,,,,,,31.2692205,34.739198,
86054,,,,-0.154,-0.02,0.028,0.098335071,-0.075469837,0.962033443,0.024444444,0.025555556,0.008888889,,,,,,
86055,,,,-0.101,-0.025,0.057,0.098335071,-0.075469837,0.962033443,0.007777778,-0.003333333,0,,,,,,
86056,,,,-0.014,-0.111,0.087,0.098387165,-0.075634121,0.962023372,-0.005555556,-0.022222222,-0.002222222,,,,,,
86057,,,,-0.025,-0.143,0.067,0.098331395,-0.075479875,0.962198201,-0.005555556,0.023333333,0.021111111,,,,,,
86058,,,,-0.064,-0.143,0.055,0.098325144,-0.075220692,0.962484643,-0.005555556,0.023333333,0.021111111,,,,,,
86059,,,,-0.139,-0.089,0.056,0.098260104,-0.074800392,0.962889524,0.008888889,0.046666667,0.034444444,,,,,,
86060,,,,-0.155,-0.051,0.07,0.098475209,-0.074381268,0.963175562,0.025555556,0.046666667,0.035555556,,,,,,
86061,,,,-0.145,-0.022,0.086,0.098798799,-0.074018457,0.963454878,0.03,0.034444444,0.025555556,,,,,,
86062,,,,-0.118,-0.023,0.096,0.098798799,-0.074018457,0.963454878,0.008888889,0.003333333,-0.003333333,,,,,,
86063,,,,-0.074,-0.047,0.057,0.098798799,-0.074018457,0.963454878,0.008888889,0.003333333,-0.003333333,,,,,,
86063,0.0003966,0.000937468,13.4289999,,,,,,,,,,,,,,,
86063,,,,,,,,,,,,,,,,31.26921067,34.73920683,
86064,,,,-0.066,-0.083,0.026,0.098798799,-0.074018457,0.963454878,-0.003333333,0.007777778,-0.001111111,,,,,,
86065,,,,-0.065,-0.101,0.021,0.098690428,-0.073962206,0.963461682,-0.01,0.014444444,0.008888889,,,,,,
86066,,,,-0.099,-0.143,0.056,0.098576194,-0.073646802,0.963754919,-0.01,0.028888889,0.024444444,,,,,,
86067,,,,-0.121,-0.127,0.098,0.098728427,-0.073339136,0.964146198,0.013333333,0.036666667,0.033333333,,,,,,
86068,,,,-0.149,-0.119,0.11,0.098775721,-0.07298197,0.964600711,0.013333333,0.036666667,0.033333333,,,,,,
86069,,,,-0.167,-0.104,0.092,0.098938384,-0.072661127,0.964718908,0.018888889,0.033333333,0.015555556,,,,,,
86070,,,,-0.12,-0.068,0.057,0.09915965,-0.072501374,0.964718784,0.018888889,0.016666667,0,,,,,,
86071,,,,-0.087,-0.076,0.026,0.099271291,-0.072564421,0.964768517,0.013333333,0.001111111,-0.007777778,,,,,,
86072,,,,-0.056,-0.076,0.026,0.099321027,-0.072459696,0.964880162,0.005555556,0.011111111,0.018888889,,,,,,
86073,,,,-0.095,-0.076,0.023,0.099259056,-0.072308673,0.965163338,0.005555556,0.011111111,0.018888889,,,,,,
86074,0.000395507,0.000938339,13.54599953,,,,,,,,,,,,,,,
86074,,,,,,,,,,,,,,,,31.26920083,34.739216,
86074,,,,-0.143,-0.052,0.018,0.099246923,-0.072052933,0.965558128,0.008888889,0.035555556,0.035555556,,,,,,
86075,,,,-0.188,-0.064,0.026,0.099301467,-0.071692551,0.965904478,0.012222222,0.04,0.036666667,,,,,,
86076,,,,-0.198,-0.032,0.053,0.099461065,-0.071381891,0.966187638,0.011111111,0.027777778,0.024444444,,,,,,
86077,,,,-0.159,-0.074,0.054,0.099447691,-0.071388588,0.966404181,0.006666667,0,0.015555556,,,,,,
86078,,,,-0.115,-0.089,0.087,0.099449539,-0.071657642,0.966282512,0.002222222,-0.023333333,-0.004444444,,,,,,
86079,,,,-0.082,-0.068,0.056,0.099388149,-0.072038037,0.966265774,0,-0.034444444,-0.001111111,,,,,,
86080,,,,-0.088,-0.055,-0.027,0.099439872,-0.072202439,0.966255715,0,-0.017777778,0,,,,,,
86081,,,,-0.094,-0.062,-0.03,0.099436474,-0.072212477,0.966420549,-0.002222222,-0.008888889,0.01,,,,,,
86082,,,,-0.106,-0.087,-0.039,0.099429742,-0.0722158,0.966528821,-0.008888889,-0.004444444,0.018888889,,,,,,
86083,,,,-0.11,-0.156,0.049,0.099254763,-0.072280702,0.966805334,-0.012222222,-0.003333333,0.025555556,,,,,,
86083,0.000394395,0.00093921,13.69900036,,,,,,,,,,,,,,,
86083,,,,,,,,,,,,,,,,31.26919083,34.73922517,
86084,,,,-0.118,-0.174,0.068,0.099188021,-0.072402006,0.967075127,-0.008888889,-0.012222222,0.026666667,,,,,,
86085,,,,-0.125,-0.145,0.086,0.099236241,-0.072576456,0.967229934,0.005555556,-0.01,0.014444444,,,,,,
86086,,,,-0.127,-0.111,0.082,0.099452749,-0.072689372,0.967216427,0.023333333,-0.015555556,0.003333333,,,,,,
86087,,,,-0.099,-0.027,0.034,0.099777512,-0.072858736,0.967196122,0.026666667,-0.015555556,-0.005555556,,,,,,
86088,,,,-0.071,-0.019,-0.014,0.099994021,-0.07297164,0.967182554,0.021111111,-0.018888889,-0.002222222,,,,,,
86089,,,,-0.051,-0.018,-0.04,0.099989074,-0.073244022,0.967169088,0.007777778,-0.017777778,0.006666667,,,,,,
86090,,,,-0.076,-0.091,-0.074,0.099928988,-0.073362094,0.967330623,-0.001111111,-0.011111111,0.022222222,,,,,,
86091,,,,-0.114,-0.095,-0.045,0.099915201,-0.073385618,0.967768621,-0.004444444,0.002222222,0.033333333,,,,,,
86092,,,,-0.144,-0.132,0.044,0.099904896,-0.073399033,0.968041747,0.001111111,0.004444444,0.034444444,,,,,,
86093,,,,-0.175,-0.044,0.126,0.100002818,-0.073468957,0.968308056,0.012222222,-0.005555556,0.021111111,,,,,,
86094,0.000393283,0.000940082,13.8295002,,,,,,,,,,,,,,,
86094,,,,,,,,,,,,,,,,31.26918083,34.73923433,
86094,,,,-0.151,-0.027,0.107,0.100219278,-0.073581978,0.968294405,0.024444444,-0.012222222,0.004444444,,,,,,
86095,,,,-0.1,0.026,0.081,0.100494161,-0.073856108,0.96816231,0.025555556,-0.027777778,-0.01,,,,,,
86096,,,,-0.066,0.044,-0.027,0.100545744,-0.07402055,0.968152114,0.008888889,-0.022222222,-0.007777778,,,,,,
86097,,,,-0.043,-0.027,-0.082,0.100432435,-0.074236433,0.968145456,-0.01,-0.016666667,0,,,,,,
86098,,,,-0.076,-0.086,-0.112,0.100152434,-0.074234675,0.968264115,-0.026666667,-0.006666667,0.021111111,,,,,,
86099,,,,-0.119,-0.106,-0.117,0.0997538,-0.07418976,0.968662749,-0.032222222,0.007777778,0.036666667,,,,,,
86100,,,,-0.13,-0.14,0.076,0.099525038,-0.074369273,0.968992877,-0.023333333,-0.002222222,0.035555556,,,,,,
86101,,,,-0.138,-0.09,0.077,0.099349661,-0.074433975,0.969269615,-0.011111111,-0.015555556,0.022222222,,,,,,
86102,,,,-0.128,-0.096,0.061,0.099349661,-0.074433975,0.969269615,-0.007777778,-0.005555556,0.01,,,,,,
86103,,,,-0.096,-0.106,0.071,0.099232978,-0.074642956,0.9692064,-0.01,-0.014444444,-0.011111111,,,,,,
86103,0.000392153,0.000940985,13.97049999,,,,,,,,,,,,,,,
86103,,,,,,,,,,,,,,,,31.26917067,34.73924383,
86104,,,,-0.089,-0.117,-0.064,0.099124768,-0.0745864,0.96921326,-0.015555556,-0.007777778,-0.007777778,,,,,,
86105,,,,-0.09,-0.132,-0.04,0.098959842,-0.074637752,0.969216882,-0.011111111,0,0.008888889,,,,,,
86106,,,,-0.088,-0.166,-0.002,0.098956215,-0.074647807,0.969381812,-0.001111111,-0.003333333,0.026666667,,,,,,
86107,,,,-0.09,-0.09,0.064,0.099050297,-0.074727725,0.969813041,0.012222222,-0.007777778,0.034444444,,,,,,
86108,,,,-0.092,-0.09,0.103,0.099312942,-0.07474633,0.970075686,0.023333333,-0.008888889,0.034444444,,,,,,
86109,,,,-0.089,-0.087,0.116,0.099518802,-0.074872882,0.970335071,0.026666667,-0.014444444,0.017777778,,,,,,
86110,,,,-0.064,0.007,0.062,0.09984661,-0.075049612,0.970371163,0.026666667,-0.012222222,0.011111111,,,,,,
86111,,,,-0.039,-0.023,0.082,0.100011575,-0.074998349,0.970367524,0.018888889,-0.007777778,0.001111111,,,,,,
86112,,,,-0.042,-0.061,0.068,0.100011575,-0.074998349,0.970367524,0.008888889,-0.007777778,0.001111111,,,,,,
86113,,,,-0.07,-0.018,-0.006,0.099946376,-0.074840374,0.970594055,0.003333333,0.015555556,0.018888889,,,,,,
86114,0.000391004,0.000941872,14.06649971,,,,,,,,,,,,,,,
86114,,,,,,,,,,,,,,,,31.26916033,34.73925317,
86114,,,,-0.118,-0.045,0.037,0.099880875,-0.074699397,0.97104232,0,0.024444444,0.035555556,,,,,,
86115,,,,-0.158,-0.026,0.056,0.099984025,-0.074497082,0.971322005,-0.002222222,0.021111111,0.032222222,,,,,,
86116,,,,-0.188,-0.039,0.081,0.099814101,-0.074289268,0.971612159,-0.012222222,0.022222222,0.027777778,,,,,,
86117,,,,-0.183,-0.103,0.092,0.099534113,-0.074286988,0.971730751,-0.023333333,0.008888889,0.012222222,,,,,,
86118,,,,-0.148,-0.126,0.078,0.099312272,-0.074445973,0.971731103,-0.027777778,-0.013333333,0,,,,,,
86119,,,,-0.112,-0.113,0.036,0.099033575,-0.0747128,0.971728265,-0.025555556,-0.028888889,0.003333333,,,,,,
86120,,,,-0.06,-0.086,0.036,0.098859342,-0.075046375,0.97188363,-0.014444444,-0.03,0.014444444,,,,,,
86121,,,,-0.073,-0.046,0.01,0.098846867,-0.075321939,0.971978489,-0.007777778,-0.024444444,0.021111111,,,,,,
86122,,,,-0.091,-0.033,0,0.098836272,-0.07533518,0.972251633,-0.007777778,-0.004444444,0.025555556,,,,,,
86123,,,,-0.104,-0.09,0.008,0.098660654,-0.075399499,0.972528484,-0.014444444,-0.006666667,0.024444444,,,,,,
86123,0.000389855,0.000942775,14.1960001,,,,,,,,,,,,,,,
86123,,,,,,,,,,,,,,,,31.26915,34.73926267,
86124,,,,-0.076,-0.104,0.044,0.098435001,-0.075568427,0.972694064,-0.02,-0.016666667,0.02,,,,,,
86125,,,,-0.051,-0.117,0.104,0.098257367,-0.075895007,0.97279273,-0.016666667,-0.027777778,0.016666667,,,,,,
86126,,,,-0.038,-0.082,0.145,0.098143542,-0.076110625,0.972786457,-0.012222222,-0.026666667,0.007777778,,,,,,
86127,,,,-0.041,-0.096,0.091,0.098029716,-0.076326243,0.972780209,-0.011111111,-0.015555556,0.003333333,,,,,,
86128,,,,-0.039,-0.084,0.06,0.097813468,-0.076212747,0.972794049,-0.015555556,-0.005555556,0.002222222,,,,,,
86129,,,,-0.04,-0.105,0.002,0.097644615,-0.076273789,0.972962902,-0.016666667,0,0.012222222,,,,,,
86130,,,,-0.045,-0.133,0.006,0.097472655,-0.076327915,0.973074841,-0.015555556,0.007777778,0.02,,,,,,
86131,,,,-0.058,-0.143,0.124,0.09740694,-0.076186343,0.973523059,-0.011111111,0.011111111,0.031111111,,,,,,
86132,,,,-0.1,-0.117,0.121,0.0973489,-0.076024835,0.973641145,0,0.02,0.022222222,,,,,,
86133,,,,-0.148,-0.076,0.101,0.097407917,-0.075654619,0.973822373,0.012222222,0.038888889,0.013333333,,,,,,
86134,,,,-0.173,-0.014,0.031,0.097571975,-0.075334371,0.973939789,0.015555556,0.037777778,0.004444444,,,,,,
86134,0.000388706,0.00094371,14.34049988,,,,,,,,,,,,,,,
86134,,,,,,,,,,,,,,,,31.26913967,34.7392725,
86135,,,,-0.152,0.012,-0.003,0.097742907,-0.075011033,0.973949169,0.01,0.025555556,0.003333333,,,,,,
86136,,,,-0.123,0.009,0.006,0.097742907,-0.075011033,0.973949169,-0.001111111,0.003333333,0.008888889,,,,,,
86137,,,,-0.111,-0.072,0.08,0.097517136,-0.075179717,0.974114831,-0.018888889,-0.011111111,0.015555556,,,,,,
86138,,,,-0.135,-0.114,0.095,0.097180141,-0.075284705,0.974230396,-0.033333333,-0.01,0.021111111,,,,,,
86139,,,,-0.148,-0.115,0.106,0.096839377,-0.07539954,0.974511071,-0.028888889,-0.011111111,0.018888889,,,,,,
86140,,,,-0.137,-0.103,0.118,0.096718501,-0.075618123,0.974613006,-0.014444444,-0.018888889,0.017777778,,,,,,
86141,,,,-0.041,-0.022,0.122,0.09671254,-0.075890493,0.974600032,-0.005555556,-0.03,0.005555556,,,,,,
86142,,,,-0.001,-0.028,0.055,0.096649568,-0.076270619,0.974584018,-0.01,-0.032222222,0,,,,,,
86143,,,,0.001,-0.034,0.016,0.096326273,-0.076369429,0.974483653,-0.022222222,-0.01,-0.002222222,,,,,,
86143,0.000387538,0.000944628,14.44149971,,,,,,,,,,,,,,,
86143,,,,,,,,,,,,,,,,31.26912917,34.73928217,
86144,,,,-0.07,-0.108,-0.087,0.096053098,-0.076363501,0.974494398,-0.032222222,0.006666667,0.006666667,,,,,,
86145,,,,-0.105,-0.139,-0.078,0.095610058,-0.076148887,0.974795026,-0.036666667,0.023333333,0.017777778,,,,,,
86146,,,,-0.103,-0.146,-0.012,0.095275146,-0.075991021,0.975088731,-0.032222222,0.018888889,0.027777778,,,,,,
86147,,,,-0.084,-0.135,0.053,0.095096369,-0.076047791,0.975308716,-0.023333333,0,0.024444444,,,,,,
86148,,,,-0.077,-0.109,0.095,0.094984444,-0.076000648,0.975480661,-0.012222222,-0.001111111,0.016666667,,,,,,
86149,,,,-0.092,-0.118,0.071,0.094876393,-0.075943742,0.975487484,-0.005555556,0.011111111,0.005555556,,,,,,
86150,,,,-0.104,-0.112,0.086,0.094990534,-0.075728262,0.975493395,0,0.016666667,-0.003333333,,,,,,
86151,,,,-0.111,-0.086,0.007,0.094939557,-0.075563614,0.975503163,0.003333333,0.018888889,0.002222222,,,,,,
86152,,,,-0.073,-0.044,0.045,0.094884755,-0.075408692,0.975678047,0.007777778,0.015555556,0.016666667,,,,,,
86153,,,,-0.045,-0.045,0.06,0.094982173,-0.075478309,0.975944426,0.011111111,0,0.025555556,,,,,,
86154,0.000386371,0.000945563,14.57849979,,,,,,,,,,,,,,,
86154,,,,,,,,,,,,,,,,31.26911867,34.739292,
86154,,,,-0.07,-0.007,0.059,0.095028653,-0.075383281,0.976220564,0.005555556,0.013333333,0.025555556,,,,,,
86155,,,,-0.09,-0.001,0.06,0.095021288,-0.075116826,0.976449343,0.002222222,0.021111111,0.021111111,,,,,,
86156,,,,-0.109,-0.011,0.023,0.095023735,-0.074854169,0.976627216,-0.004444444,0.026666667,0.01,,,,,,
86157,,,,-0.118,-0.023,0.005,0.094756837,-0.07457554,0.976650462,-0.017777778,0.027777778,0.006666667,,,,,,
86158,,,,-0.093,-0.059,0.046,0.094540818,-0.074461587,0.976663937,-0.026666667,0.011111111,0.007777778,,,,,,
86159,,,,-0.095,-0.093,0.067,0.094260939,-0.074458287,0.976782436,-0.028888889,0.001111111,0.014444444,,,,,,
86160,,,,-0.117,-0.114,0.081,0.093926856,-0.074569354,0.976955145,-0.027777778,0.008888889,0.018888889,,,,,,
86161,,,,-0.148,-0.08,0.083,0.093754598,-0.074353498,0.977187493,-0.021111111,0.015555556,0.02,,,,,,
86162,,,,-0.141,-0.067,0,0.093534845,-0.074249067,0.977366048,-0.015555556,0.012222222,0.014444444,,,,,,
86163,,,,-0.112,-0.057,-0.034,0.093312189,-0.074137929,0.977487405,-0.017777778,0.016666667,0.011111111,,,,,,
86163,0.000385185,0.000946514,14.65649986,,,,,,,,,,,,,,,
86163,,,,,,,,,,,,,,,,31.269108,34.739302,
86164,,,,-0.076,-0.047,-0.012,0.093089558,-0.074026768,0.97760873,-0.021111111,0.001111111,0.01,,,,,,
86165,,,,-0.112,-0.081,-0.013,0.092762105,-0.074134709,0.977673475,-0.027777778,0.007777778,0.011111111,,,,,,
86166,,,,-0.156,-0.113,0.008,0.092431515,-0.073966444,0.977801418,-0.035555556,0.02,0.011111111,,,,,,
86167,,,,-0.179,-0.108,0.037,0.092100962,-0.073798142,0.977929299,-0.033333333,0.015555556,0.01,,,,,,
86168,,,,-0.135,-0.12,0.075,0.09182403,-0.073801137,0.978104886,-0.026666667,0,0.014444444,,,,,,
86169,,,,-0.085,-0.101,0.097,0.091594994,-0.07396223,0.978213816,-0.018888889,-0.014444444,0.014444444,,,,,,
86170,,,,-0.043,-0.076,0.131,0.091641914,-0.074136393,0.978369566,-0.008888889,-0.02,0.012222222,,,,,,
86171,,,,-0.078,-0.02,0.04,0.091641914,-0.074136393,0.978369566,-0.002222222,-0.002222222,0.007777778,,,,,,
86172,,,,-0.112,-0.012,0.007,0.09159119,-0.073971646,0.978379011,-0.006666667,0.02,0.004444444,,,,,,
86173,,,,-0.128,-0.029,-0.001,0.091425901,-0.073752622,0.978503014,-0.016666667,0.022222222,0.011111111,,,,,,
86174,0.000383999,0.000947464,14.78450012,,,,,,,,,,,,,,,
86174,,,,,,,,,,,,,,,,31.26909733,34.739312,
86174,,,,-0.123,-0.052,0.007,0.09114615,-0.073748897,0.978621362,-0.025555556,0.006666667,0.015555556,,,,,,
86175,,,,-0.077,-0.128,0.177,0.090862605,-0.073754487,0.978904907,-0.032222222,-0.002222222,0.024444444,,,,,,
86176,,,,-0.092,-0.134,0.188,0.09058564,-0.073757238,0.979080518,-0.028888889,0.002222222,0.02,,,,,,
86177,,,,-0.126,-0.102,0.156,0.090363189,-0.073645741,0.979201609,-0.014444444,0.02,0.013333333,,,,,,
86178,,,,-0.161,-0.084,0.049,0.09042056,-0.073268452,0.979324396,-0.002222222,0.032222222,0.001111111,,,,,,
86179,,,,-0.14,-0.085,-0.011,0.090369925,-0.07310368,0.979333716,-0.003333333,0.022222222,-0.003333333,,,,,,
86180,,,,-0.1,-0.121,0.006,0.090262001,-0.073046543,0.979340254,-0.014444444,0.002222222,-0.002222222,,,,,,
86181,,,,-0.038,-0.181,0.099,0.090147419,-0.073261815,0.979334727,-0.012222222,-0.014444444,0.007777778,,,,,,
86182,,,,-0.055,-0.198,0.074,0.090143632,-0.073271091,0.979499948,-0.007777778,-0.007777778,0.018888889,,,,,,
86183,,,,-0.067,-0.178,0.053,0.090082699,-0.073118326,0.979782391,0.001111111,0.011111111,0.022222222,,,,,,
86183,0.000382794,0.000948415,14.91800022,,,,,,,,,,,,,,,
86183,,,,,,,,,,,,,,,,31.2690865,34.739322,
86184,,,,-0.062,-0.172,0.002,0.090301485,-0.072969519,0.979946621,0.017777778,0.021111111,0.022222222,,,,,,
86185,,,,-0.06,-0.097,-0.028,0.090463211,-0.072658717,0.980228107,0.03,0.033333333,0.024444444,,,,,,
86186,,,,-0.079,-0.061,0.019,0.090955506,-0.072247157,0.980502245,0.043333333,0.041111111,0.023333333,,,,,,
86187,,,,-0.118,-0.036,0.081,0.091397036,-0.071940484,0.980665834,0.046666667,0.042222222,0.012222222,,,,,,
86188,,,,-0.211,-0.043,0.07,0.091785225,-0.071462567,0.980781587,0.046666667,0.043333333,0.001111111,,,,,,
86189,,,,-0.183,0.029,0.037,0.09223042,-0.071146618,0.980780238,0.042222222,0.026666667,0,,,,,,
86190,,,,-0.107,0.05,0.02,0.092611386,-0.07121067,0.980763679,0.035555556,-0.005555556,0.006666667,,,,,,
86191,,,,-0.019,0.018,0.004,0.092769764,-0.071432691,0.980747707,0.02,-0.024444444,0.003333333,,,,,,
86192,,,,0.001,0.046,0,0.092820276,-0.071597496,0.980738234,0.001111111,-0.012222222,0.008888889,,,,,,
86193,,,,-0.107,-0.022,-0.023,0.092607825,-0.071220096,0.980928911,-0.015555556,0.031111111,0.011111111,,,,,,
86194,0.00038159,0.000949397,15.04300022,,,,,,,,,,,,,,,
86194,,,,,,,,,,,,,,,,31.26907567,34.73933233,
86194,,,,-0.215,-0.127,0.039,0.092288169,-0.070769544,0.980903381,-0.035555556,0.055555556,0.007777778,,,,,,
86195,,,,-0.25,-0.09,0.138,0.091910586,-0.070442397,0.98109738,-0.035555556,0.026666667,0.01,,,,,,
86196,,,,-0.167,-0.172,0.187,0.091624132,-0.070710824,0.981202934,-0.028888889,-0.016666667,0.023333333,,,,,,
86197,,,,-0.044,-0.171,0.29,0.091441456,-0.071315315,0.981347263,-0.018888889,-0.07,0.017777778,,,,,,
86198,,,,0.011,-0.192,0.146,0.09141699,-0.072141892,0.981475836,-0.004444444,-0.081111111,0.017777778,,,,,,
86199,,,,-0.059,-0.158,0.053,0.091410042,-0.072414303,0.981463611,0.007777778,-0.022222222,0.002222222,,,,,,
86200,,,,-0.106,-0.122,-0.004,0.091575306,-0.072363978,0.981459921,0.016666667,0,-0.004444444,,,,,,
86201,,,,-0.143,-0.092,-0.113,0.091848427,-0.072370903,0.981449696,0.021111111,-0.001111111,-0.006666667,,,,,,
86202,,,,-0.043,-0.141,-0.108,0.091841486,-0.072643306,0.981437413,0.002222222,-0.024444444,0.002222222,,,,,,
86203,,,,0.027,-0.198,-0.052,0.091719749,-0.07313086,0.981419442,-0.01,-0.056666667,0.001111111,,,,,,
86203,0.000380385,0.000950379,15.17599964,,,,,,,,,,,,,,,
86203,,,,,,,,,,,,,,,,31.26906483,34.73934267,
86204,,,,0.024,-0.218,-0.029,0.091651638,-0.073520236,0.981569621,-0.008888889,-0.036666667,0.013333333,,,,,,
86205,,,,-0.159,-0.253,0.017,0.09187432,-0.073362342,0.981568683,0.015555556,0.013333333,0.01,,,,,,
86206,,,,-0.232,-0.128,0.043,0.092478339,-0.072999113,0.981671048,0.064444444,0.036666667,0,,,,,,
86207,,,,-0.238,-0.061,-0.021,0.093526951,-0.072859129,0.981531485,0.103333333,0.018888889,-0.01,,,,,,
86208,,,,-0.185,0.048,-0.046,0.094575289,-0.072988388,0.981271554,0.116666667,-0.016666667,-0.021111111,,,,,,
86209,,,,-0.03,0.124,-0.006,0.09566739,-0.073554569,0.980988911,0.102222222,-0.056666667,-0.027777778,,,,,,
86210,,,,-0.032,0.144,0.055,0.096375652,-0.074049736,0.980665527,0.072222222,-0.055555556,-0.031111111,,,,,,
